"City","State","Latitude","Longitude"
"Point Marion","PA",39.738967,-79.898668
"Warwick","OK",35.689843,-97.027978
"Mill Iron","MT",45.85361,-104.219385
"Morrisonville","NY",44.693098,-73.562082
"Malden","IL",41.42448,-89.369257
"Ackerly","TX",32.526499,-101.71597
"Elliott","IL",40.464756,-88.272273
"East Point","LA",32.165437,-93.431285
"Glencross","SD",45.448324,-100.921255
"Lester Prairie","MN",44.883851,-94.041639
"Sedco Hills","CA",33.641689,-117.290871
"Ten Mile","TN",35.666739,-84.66466
"Cockrell Hill","TX",32.736242,-96.886948
"Gibson","IA",41.481117,-92.393518
"Manalapan","NJ",40.257333,-74.395705
"Waltham","MN",43.82163,-92.877134
"Plainville","GA",34.40509,-85.037168
"Worthington","WV",39.452585,-80.260362
"Milwaukie","OR",45.44623,-122.639261
"Potsdam","NY",44.669781,-74.981308
"Utica","IN",38.33368,-85.653573
"Radnor","OH",40.384227,-83.150746
"Weskan","KS",38.866675,-101.964343
"Mullen","NE",42.042775,-101.042659
"Saxton","KY",36.633693,-84.10993
"Cedar Bluffs","NE",41.396946,-96.611416
"Electric City","WA",47.932373,-119.038078
"Oakdale","MN",44.963022,-92.964936
"Lonedell","MO",38.308108,-90.827634
"Guayabal","PR",18.081351,-66.501283
"Lake Brownwood","TX",31.835705,-99.007831
"Compton","AR",36.096742,-93.302681
"Great Bend","ND",46.153847,-96.802023
"Kent","OR",45.195126,-120.694215
"Buckhannon","WV",38.993987,-80.232028
"Mooreville","MS",34.267606,-88.576717
"Robbinsville","NJ",40.214554,-74.619323
"Walnut","CA",34.020289,-117.865339
"Harpers Ferry","WV",39.325379,-77.738882
"Beverly Hills","CA",34.07362,-118.400356
"Bald Knob","WV",37.870941,-81.635668
"Ackley","IA",42.554145,-93.053255
"Cedar Creek","AZ",33.895604,-110.173716
"Tower City","ND",46.922755,-97.673989
"Malden","IN",41.37615,-87.026972
"Newville","CA",39.790989,-122.52833
"Mineral City","OH",40.601173,-81.361224
"Evans City","PA",40.769232,-80.062838
"Pixley","CA",35.968565,-119.291779
"Donalds","SC",34.377059,-82.347345
"Milo","MO",37.756152,-94.306059
"Dieringer","WA",47.240656,-122.225119
"June Park","FL",28.072239,-80.680055
"Guthrie","MN",47.300232,-94.791111
"East Fairview","ND",47.853352,-104.039655
"Jerseyville","IL",39.120047,-90.328448
"Barretts","GA",31.00159,-83.199318
"Tucumcari","NM",35.171723,-103.724966
"Canova","NM",36.15919,-105.985021
"Hurley","MS",30.661026,-88.494184
"Denair","CA",37.526323,-120.796871
"Irondale","MO",37.831994,-90.678183
"Pullman","WA",46.731274,-117.179616
"Leflore","OK",34.897141,-94.979239
"Post Falls","ID",47.717958,-116.951586
"Hereford","AZ",31.438433,-110.097855
"Highland Park","FL",27.865025,-81.561743
"Selmont","AL",32.395137,-87.008323
"Williston","TN",35.157588,-89.368406
"Lower Lake","CA",38.910455,-122.610261
"Henry","NV",41.696858,-114.82643
"De Witt","MO",39.384468,-93.221038
"Ronald","WA",47.235118,-121.023418
"Jersey City","NJ",40.728158,-74.077642
"Irwinton","GA",32.811259,-83.172654
"Cruso","NC",35.417608,-82.810686
"Florissant","MO",38.789217,-90.322614
"Whitehall","WI",44.367461,-91.316548
"Phlox","WI",45.05108,-89.014277
"Dubois","WY",43.533565,-109.630433
"Jacobus","PA",39.883156,-76.710525
"Bluff","UT",37.284445,-109.551788
"Itasca","IL",41.975029,-88.007291
"Four Buttes","MT",48.809746,-105.60639
"Nashville","MO",37.374496,-94.490786
"Wolcott","IN",40.758095,-87.041684
"Greensboro","PA",39.791188,-79.912834
"Olivet","NJ",39.548171,-75.154626
"Glad Valley","SD",45.399146,-101.77764
"Martinsburg","NY",43.737569,-75.469627
"Athens","NY",42.260365,-73.809571
"Caspiana","LA",32.289046,-93.556287
"Ashton","MD",39.149274,-77.012477
"Malta","NY",42.971187,-73.792621
"Mill Grove","MO",40.309177,-93.593554
"Wellsburg","WV",40.272015,-80.609519
"Gerster","MO",37.953366,-93.575761
"Yorkville","WI",42.741963,-88.026751
"Ali Chukson","AZ",31.913689,-111.799288
"Highland View","FL",29.837986,-85.315752
"Ophir","UT",40.36939,-112.258557
"Los Altos Hills","CA",37.379663,-122.137464
"Mountain View Acres","CA",34.496663,-117.348935
"North Robinson","OH",40.792557,-82.857127
"Penn Hills","PA",40.501179,-79.839216
"Punxsutawney","PA",40.943675,-78.970867
"Plainedge","NY",40.717322,-73.483736
"Bancroft","GA",31.414897,-84.839922
"Lillie","LA",32.932085,-92.65682
"Harlem","IL",42.340296,-89.017884
"Ashfield","MA",42.526474,-72.788426
"Black Walnut","MO",38.873383,-90.371226
"Iron Mountain","MO",37.695328,-90.640402
"Big Prairie","OH",40.667282,-82.095152
"Elizabeth","GA",33.976212,-84.547433
"Moorpark","CA",34.285558,-118.882041
"Fairview","ID",42.013259,-111.876616
"Bennett Springs","MO",37.726984,-92.855737
"Port Dickinson","NY",42.133409,-75.896307
"Burnsville","WV",38.856207,-80.654818
"Alpharetta","GA",34.075376,-84.29409
"Bordelonville","LA",31.105462,-91.907344
"Huntington","TX",31.277687,-94.576594
"Muddy","MT",45.621934,-106.760315
"Helen","GA",34.701484,-83.731567
"Money","MS",33.651229,-90.209252
"Falmouth","FL",30.362997,-83.131248
"Midvale","ID",44.471274,-116.734607
"Dolliver","IA",43.463396,-94.616988
"Luling","LA",29.93215,-90.366469
"Finchford","IA",42.627204,-92.5438
"Scarborough","ME",43.578139,-70.321715
"Ashland","PA",40.781754,-76.345782
"Kennebec","SD",43.903602,-99.861783
"Creston","LA",31.975994,-93.049884
"Pueblo West","CO",38.350002,-104.722755
"Venus","FL",27.067276,-81.35674
"Watertown","SD",44.899409,-97.115073
"Simpson","PA",41.591749,-75.485184
"Rowland","NC",34.536552,-79.291431
"Alamillo","NM",34.254789,-106.91614
"Richmond","CA",37.935758,-122.347749
"Guthrie","ND",48.001115,-100.377363
"Beetown","WI",42.794991,-90.885405
"Matoaka","WV",37.420116,-81.243155
"Springbrook","WI",45.948559,-91.688231
"Kline","CO",37.144167,-108.119519
"Mansfield","AR",35.059541,-94.252711
"Oakdale","NE",42.069729,-97.969231
"Salado","TX",30.947128,-97.53862
"Buladean","NC",36.108448,-82.19485
"Myers","MT",46.25082,-107.340344
"Mangum","TX",32.320133,-98.859507
"Quincy","MS",33.909832,-88.366985
"Boulder City","NV",35.978591,-114.832485
"Heritage Lake","IN",39.72779,-86.71022
"Berwick","LA",29.694653,-91.218992
"De Witt","NE",40.393614,-96.922806
"Oakfield","NY",43.065893,-78.269742
"Mount Morris","MI",43.118637,-83.694958
"Waldo","AL",33.380388,-86.026913
"Maloy","IA",40.674435,-94.412181
"Ferndale","AR",34.77898,-92.55766
"Coalport","PA",40.74784,-78.534467
"Powhatan","LA",31.87294,-93.201279
"Powder River","WY",43.032186,-106.987279
"Brooks","ME",44.55035,-69.120873
"Pickensville","AL",33.227345,-88.266423
"Wildell","WV",38.711223,-79.780616
"Taylor","MI",42.240872,-83.269651
"Urbana","AR",33.159573,-92.44598
"Pine","AZ",34.384474,-111.455141
"Holland","AR",35.171473,-92.273763
"Long Lake","MN",44.98663,-93.571624
"Lake Carmel","NY",41.461483,-73.670963
"Holts Corner","TN",35.692568,-86.69333
"Tylersburg","PA",41.384785,-79.322266
"Casscoe","AR",34.525653,-91.325957
"New Albin","IA",43.49664,-91.289578
"Iron Springs","AR",34.589538,-92.325708
"Ironton","MO",37.597272,-90.627344
"La Jara","NM",36.087796,-106.974762
"Littleton","CO",39.613321,-105.01665
"Rattan","OK",34.204328,-95.436801
"Goodwater","OK",33.91406,-94.597049
"Zag","KY",37.986751,-83.364903
"Doctors Inlet","FL",30.10024,-81.776208
"Seven Valleys","PA",39.855656,-76.768582
"Wolf","WY",44.771636,-107.238965
"Juncos","PR",18.227456,-65.920997
"Carmichaels","PA",39.896743,-79.974499
"Morganton","NC",35.745407,-81.684819
"Niland","CA",33.240037,-115.518876
"Pasadena","TX",29.691063,-95.209101
"Groton","VT",44.21034,-72.195373
"Palm River","FL",26.277308,-81.776198
"Pleasant Valley","NY",41.744538,-73.821244
"Edenton","NC",36.057938,-76.607721
"Panama","IL",39.029491,-89.524253
"Ducktown","GA",34.243984,-84.249365
"Pierson","MI",43.31975,-85.497814
"Comanche","OK",34.372922,-97.987707
"Lisbon Falls","ME",43.996189,-70.060608
"Highland","MN",45.4428625,-91.7947465
"Big Sandy","WY",42.633281,-109.465691
"Coolidge","AZ",32.977839,-111.517624
"Greenfield Hill","CT",41.176485,-73.291783
"Inola","OK",36.155157,-95.533203
"Deer Park","TX",29.705228,-95.12382
"White House Station","NJ",40.61593,-74.772099
"Coconut Creek","FL",26.251748,-80.178935
"Putney","KY",36.905368,-83.226287
"Elwood","NJ",39.576506,-74.716828
"Brewerton","NY",43.238124,-76.140758
"Charm","OH",40.506731,-81.784855
"Polk","NE",41.076681,-97.783944
"Graton","CA",38.436302,-122.869716
"Broxton","GA",31.625191,-82.886811
"Mead","OK",34.00349,-96.532944
"Simpsonville","SC",34.737064,-82.254283
"Walters","OK",34.363755,-98.331609
"Lyons","TX",30.38632,-96.563303
"Sun Prairie","MT",47.845553,-107.746501
"Paradise Valley","AZ",33.531154,-111.942645
"Helotes","TX",29.578006,-98.689745
"New Knoxville","OH",40.493659,-84.314672
"Elwood","NE",40.590284,-99.860955
"Society Hill","AL",32.42653,-85.445224
"Lansing","NY",42.484239,-76.47994
"Divide","MT",45.751037,-112.747251
"New Bremen","OH",40.436992,-84.379673
"Woodford","WI",42.648616,-89.862623
"Wheaton","KS",39.502218,-96.320836
"Clovis","CA",36.825228,-119.702919
"Bloomingdale","GA",32.132425,-81.299002
"Quebrada del Agua","PR",18.037902,-66.684571
"Farnsworth","TX",36.321143,-100.966264
"Cookville","TX",33.185676,-94.854377
"Buckner","MO",39.132506,-94.198558
"Cunningham","KS",37.643907,-98.431188
"Crab Orchard","TN",35.909237,-84.878005
"Grace","ID",42.576031,-111.730506
"Armstrong","FL",29.762191,-81.447854
"Indianola","IL",39.927258,-87.740025
"Farmers","KY",38.142859,-83.546021
"Grass Range","MT",47.026084,-108.80459
"Tuttle","ID",42.858236,-114.840056
"Ivanhoe North","TX",30.680971,-94.425093
"Bradford","TN",36.076455,-88.810062
"Bobtown","PA",39.761189,-79.981449
"Yarrowsburg","MD",39.374545,-77.683603
"Norcross","MN",45.869127,-96.19756
"Coffeen","IL",39.089213,-89.390638
"Junction City","MO",37.576442,-90.288174
"Tega Cay","SC",35.024312,-81.027855
"Avalon Beach","FL",30.536573,-87.100834
"Aptos","CA",36.977173,-121.899402
"Congress","OH",40.925889,-82.052927
"Eagarville","IL",39.112121,-89.783156
"Orrum","NC",34.465999,-79.009198
"Kittitas","WA",46.983182,-120.41701
"Milton","IL",39.564492,-90.650404
"Eleele","HI",21.905435,-159.581944
"Signal Hill","CA",33.804461,-118.167846
"Atglen","PA",39.949271,-75.973561
"Valley Acres","CA",35.206076,-119.406783
"Silver Star","MT",45.690204,-112.283056
"Seneca","OR",44.134598,-118.971614
"Hammond","MN",44.222189,-92.373511
"Bellport","NY",40.757043,-72.939273
"Kirkmansville","KY",37.010043,-87.242499
"Rockford","AL",32.889568,-86.219694
"Westport","CA",39.635715,-123.783073
"Woodbury","NJ",39.838169,-75.152677
"Browndell","TX",31.109082,-93.962965
"Whitetop","VA",36.601508,-81.625669
"Lake Forest","CA",33.646966,-117.689218
"Kansas City","KS",39.114171,-94.627457
"Ramey","PA",40.798115,-78.397241
"Marseilles","IL",41.330867,-88.708129
"Gilman","IL",40.766702,-87.992262
"Middlefield","OH",41.461999,-81.073708
"Waverly","MI",42.739202,-84.620815
"Kemp","OK",33.773494,-96.377936
"Weirsdale","FL",28.981928,-81.92425
"Meridian","MS",32.36431,-88.703656
"Dora","NM",33.938699,-103.336619
"Marshall Creek","TX",33.01679,-97.208625
"Hilton Head Island","SC",32.216316,-80.752608
"Hamilton","MO",39.743618,-93.998274
"Edgewood","FL",28.486115,-81.372292
"Withrow","WA",47.704861,-119.808666
"Crawford","GA",33.882895,-83.154596
"Chesterfield","MA",42.391754,-72.839817
"Lake Cherokee","TX",32.356942,-94.65137
"Brimfield","MA",42.122872,-72.200912
"Andrews","NC",35.201755,-83.824067
"Edwardsport","IN",38.811991,-87.252237
"Ironton","MN",46.477463,-93.977762
"Detroit","AL",34.028161,-88.170037
"Alta Vista","IA",43.198582,-92.417122
"Kirwin","KS",39.673066,-99.122311
"Singer","LA",30.654921,-93.412389
"Devils Lake","ND",48.114467,-98.858502
"Granite","OR",44.809313,-118.417724
"Lebo","KS",38.416682,-95.853044
"Sharon","CT",41.87926,-73.47679
"Dan","KY",37.955362,-83.459629
"Antlers","OK",34.235159,-95.644031
"Dudley","GA",32.542387,-83.070427
"Moore","UT",38.966642,-111.153502
"Ucolo","UT",37.860825,-109.064832
"Big Creek","MS",33.852615,-89.411187
"Milton","IN",39.788102,-85.155242
"Kaylor","SD",43.188047,-97.83868
"Fowlerville","MI",42.660589,-84.073014
"Corbett","OK",34.977356,-97.253253
"Harbison Canyon","CA",32.82033,-116.830024
"South Fork","MO",36.627839,-91.962651
"Easthampton","MA",42.266757,-72.66898
"Fort Loudon","PA",39.914812,-77.904721
"Spencer","WV",38.802032,-81.350953
"Haynes","ND",45.97417,-102.470991
"New Woodville","OK",33.973769,-96.677392
"Bodcaw","AR",33.558452,-93.407118
"Anthony","FL",29.289419,-82.111759
"Camp Verde","TX",29.893829,-99.10476
"Waldo","AR",33.351514,-93.295725
"Yorktown","TX",28.981089,-97.502772
"Kasaan","AK",55.538889,-132.400833
"Rafael Cap","PR",18.399779,-66.7908
"Scarborough","NY",41.135929,-73.858469
"Mills","UT",39.482734,-112.027989
"Bowleys Quarters","MD",39.335386,-76.390237
"Hammon","OK",35.636774,-99.405548
"Crystal Hill","VA",36.855695,-78.9089
"Callaghan","VA",37.812069,-80.074228
"Hiwassee","VA",36.968733,-80.713679
"Buckeye","IA",42.417204,-93.374929
"Lake Petersburg","IL",39.98358,-89.86207
"Chapman","NE",41.02418,-98.159226
"Avawam","KY",37.224539,-83.275177
"Rock Springs","AZ",34.048923,-112.148493
"Gheen","MN",47.967972,-92.808227
"Angier","NC",35.507104,-78.739181
"Staplehurst","NE",40.97501,-97.172538
"Glenside","NJ",39.666502,-75.488253
"Decatur","IN",40.830603,-84.929133
"Rachel","NV",37.644672,-115.743645
"Mayodan","NC",36.41236,-79.966986
"Bangor","AL",33.974544,-86.756663
"Parran","NV",39.801302,-118.773209
"McHenry","KY",37.381991,-86.922493
"Greenway","AR",36.341173,-90.220377
"Suwanee","NM",34.935048,-107.13726
"Brooklyn","GA",32.173765,-84.708533
"Castalian Springs","TN",36.393659,-86.308046
"Arthur","TN",36.548137,-83.670747
"Jungo","NV",40.917125,-118.383764
"Celebration","FL",28.325288,-81.533129
"Marstons Mills","MA",41.65622,-70.416136
"Rutland","SD",44.089416,-96.96728
"Watersmeet","MI",46.267726,-89.177918
"Cathcart","WA",47.847876,-122.099294
"Celeste","TX",33.294279,-96.194698
"Bargersville","IN",39.520882,-86.167766
"Keystone","SD",43.895544,-103.418245
"Price","MD",39.097611,-75.958829
"Disney","OK",36.485142,-95.038745
"Prospect","VA",37.302928,-78.559166
"Athens","ME",44.923114,-69.67283
"West Miami","FL",25.763433,-80.296162
"Wilson","NY",43.309778,-78.82615
"Seabrook","NH",42.894812,-70.871165
"Lawrence","TX",32.742351,-96.342759
"Tennent","NJ",40.279555,-74.334315
"Lincoln Park","MI",42.250594,-83.178536
"East Whittier","CA",33.963346,-118.018121
"Courtney","PA",40.218682,-79.968662
"Alabama","NY",43.096448,-78.390856
"Popple River","WI",45.791349,-88.685119
"Delhi","TX",29.827448,-97.395549
"Boone","IA",42.059705,-93.880227
"Potosi","TX",32.329296,-99.656473
"Woodside","CA",37.429939,-122.253856
"Hepburn","OH",40.621444,-83.469647
"Manchester","KY",37.153701,-83.761864
"Cache Junction","UT",41.83087,-112.005318
"Gurney","WI",46.472726,-90.508238
"Pharr","TX",26.194796,-98.183622
"Chief Lake","WI",45.926622,-91.332948
"Maramec","OK",36.245954,-96.704091
"Timber","OR",45.719834,-123.29456
"Pindall","AR",36.066185,-92.881281
"Decatur","IL",39.840315,-88.9548
"Royville","KY",37.066734,-85.10579
"Arbutus","MD",39.254551,-76.69997
"Eagle Pass","TX",28.709143,-100.499521
"Galt","CA",38.254637,-121.299948
"Weed","NM",32.802599,-105.517481
"Cass City","MI",43.600851,-83.174669
"Broadbent","OR",43.008998,-124.146491
"Clay","AL",33.702601,-86.59971
"Marietta","IL",40.501152,-90.392626
"Van Wert","GA",33.987323,-85.04328
"Carmichael","CA",38.617127,-121.328284
"Oak Leaf","TX",32.520415,-96.854722
"Lozano","TX",26.189241,-97.541097
"Herkimer","NY",43.025626,-74.985989
"Peridot","AZ",33.310336,-110.455377
"Black River Village","NM",32.201786,-104.252999
"Eagle River","WI",45.917176,-89.244299
"Arcade","TX",31.802905,-102.445978
"Hurstville","IA",42.097519,-90.683191
"Crothersville","IN",38.800612,-85.841638
"Arrow Point","MO",36.544789,-93.619358
"Vinco","PA",40.405073,-78.85558
"Saint Peter","KS",39.189728,-100.089296
"Ben Lomond","CA",37.089114,-122.086353
"Murfreesboro","AR",34.062331,-93.689905
"Elmendorf","TX",29.256073,-98.33279
"Quincy","MO",38.008365,-93.472426
"Empire","MI",44.811108,-86.060093
"Lamar","AR",35.440639,-93.387959
"Wyomissing Hills","PA",40.337593,-75.979657
"Ettrick","WI",44.168293,-91.269044
"North Naples","FL",26.219255,-81.791754
"Friesland","WI",43.588595,-89.067335
"Jeromesville","OH",40.804224,-82.195712
"Alder Creek","NY",43.423402,-75.227945
"Ashland","OR",42.194576,-122.709477
"Virginia Beach","VA",36.852926,-75.977985
"Pisgah","OH",39.318391,-84.368829
"Dallas","OR",44.919284,-123.317047
"Cumby","TX",33.137337,-95.839408
"Spofford","TX",29.175239,-100.413688
"Brownsburg","IN",39.843377,-86.397774
"Benton","NH",44.103121,-71.901754
"Goodview","MN",44.062463,-91.695706
"Mackenzie","MO",38.579219,-90.31706
"Avondale Estates","GA",33.771494,-84.267144
"Rayville","MO",39.348342,-94.062998
"Tripoli","WI",45.555241,-89.994036
"Crystal Falls","TX",32.895673,-98.900345
"Thebes","IL",37.220884,-89.460921
"Haysville","KS",37.564462,-97.352267
"Athens","MI",42.088658,-85.234705
"Racine","WV",38.142046,-81.660397
"Lower Salem","OH",39.561185,-81.396508
"Lompico","CA",37.105503,-122.05274
"Litchville","ND",46.65359,-98.194262
"Litchfield","IL",39.175326,-89.654258
"Archer","IA",43.115257,-95.745847
"Barrett","TX",29.879945,-95.062985
"Nashville","NC",35.974598,-77.965541
"Munds Park","AZ",34.945574,-111.640155
"Elderton","PA",40.695065,-79.341429
"Woodworth","OH",40.988115,-80.663408
"Girdwood","AK",60.9425,-149.166389
"Brockway","MT",47.297783,-105.762509
"Dunnstown","PA",41.145903,-77.421369
"Lisle","IL",41.801141,-88.074787
"Cleo Springs","OK",36.409259,-98.464416
"Claiborne","MD",38.837616,-76.277728
"Whitingham","VT",42.789249,-72.885098
"Villa Heights","VA",36.697359,-79.903929
"Fairfax","DE",39.786502,-75.543256
"Bryceville","FL",30.384682,-81.93872
"Fort Clark Springs","TX",29.306068,-100.422023
"Chico","TX",33.295946,-97.798924
"Grandview","PA",41.42145,-78.548077
"Geiger","AL",32.868186,-88.305032
"Hammond","MT",45.225542,-104.91803
"Soldotna","AK",60.487778,-151.058333
"Brookford","NC",35.703188,-81.347864
"Pilar","NM",36.269745,-105.788072
"Staten Island","NY",40.583281,-74.149812
"Kaplan","LA",29.997984,-92.284852
"Lane City","NV",39.260495,-114.931409
"Rio Rico","AZ",31.471483,-110.976477
"Longtown","MO",37.669774,-89.773715
"Salduro","UT",40.73493,-113.856393
"Magoun","TX",36.376426,-100.033461
"Lockhart","SC",34.786524,-81.46204
"Ruma","IL",38.135051,-89.997886
"Princeton","SC",34.49706,-82.287062
"Grand Ronde","OR",45.060113,-123.609277
"Rosalia","WA",47.236005,-117.369912
"Talco","TX",33.362613,-95.104664
"Tyre","NY",42.991176,-76.802178
"Norway","KS",39.696117,-97.773932
"Atlanta","IN",40.215315,-86.026375
"Turton","SD",45.049688,-98.095646
"Red Oak","LA",30.465746,-91.067604
"Piney River","VA",37.70514,-79.023081
"Napoleon","IN",39.204774,-85.330797
"Ulmer","SC",33.097379,-81.208161
"Burnett","IN",39.542816,-87.295573
"Big Timber","MT",45.834939,-109.955465
"Holliston","MA",42.200097,-71.424505
"Bruin","KY",38.187861,-83.018781
"Wolverine Lake","MI",42.5567,-83.473826
"Hartwell","GA",34.352882,-82.932087
"Warden","WA",46.967643,-119.039731
"Rock Springs","AR",35.944797,-92.53544
"Stringer","MS",31.866823,-89.263394
"Bryson City","NC",35.430929,-83.447381
"Ripley","WV",38.818696,-81.710685
"Melvern","KS",38.506957,-95.637762
"Fairbury","NE",40.137225,-97.180591
"Wilson","NC",35.721269,-77.915539
"Bridgeville","DE",38.742614,-75.604371
"Talmage","KS",39.024997,-97.260577
"Elizabethtown","PA",40.152872,-76.602745
"Sun Valley","PA",40.982035,-75.466019
"Antwerp","OH",41.181439,-84.740514
"Elwood","NY",40.845376,-73.335118
"New Cassel","NY",40.758989,-73.569571
"Indianola","IA",41.358048,-93.557438
"Desert Center","CA",33.712519,-115.402205
"Dillsboro","IN",39.017835,-85.058843
"Texon","TX",31.224874,-101.689566
"Stallings","IL",38.724771,-90.063161
"Robbins","TN",36.353411,-84.589385
"Saint Peters","PA",40.180097,-75.730754
"Danville","LA",32.229046,-92.847934
"Tye","TX",32.457624,-99.871481
"Mobeetie","TX",35.513102,-100.441795
"Waskish","MN",48.161352,-94.512455
"Milford","WY",42.876347,-108.784286
"Oak Hill","KS",39.248328,-97.341414
"Worland","WY",44.016901,-107.955372
"Atlanta","IL",40.259485,-89.233424
"Elbert","TX",33.266215,-98.993959
"Lincoln City","OR",44.958164,-124.017891
"Como","CO",39.3161,-105.892792
"Hopedale","MA",42.130652,-71.541175
"Ewart","IA",41.641109,-92.610466
"Cream Ridge","NJ",40.135112,-74.524042
"Youngstown","NY",43.247277,-79.050047
"Beacon Hill","FL",29.922984,-85.385754
"Menahga","MN",46.753848,-95.09808
"Manitowish Waters","WI",46.134949,-89.887658
"Beaverton","OR",45.487062,-122.80371
"Banquete","TX",27.806135,-97.796109
"Stockbridge","VT",43.786177,-72.753715
"Goldens Bridge","NY",41.293428,-73.676797
"New Cumberland","PA",40.232312,-76.884696
"Second Mesa","AZ",35.793339,-110.505134
"Utuado","PR",18.26551,-66.700452
"Lake Winnebago","MO",38.831398,-94.35856
"Gilman","IA",41.87888,-92.789362
"Fort Ann","NY",43.414237,-73.487612
"West Okoboji","IA",43.353297,-95.162496
"Crestwood Village","NJ",39.948173,-74.360703
"Tupelo","MS",34.257607,-88.703386
"Egypt","PA",40.680096,-75.529907
"Vandiver","AL",33.470662,-86.513316
"Starkville","MS",33.457393,-88.820405
"Orrick","MO",39.212785,-94.122723
"Ashland","OK",34.771819,-96.093504
"Ursa","IL",40.074768,-91.367371
"Juniata","NE",40.590014,-98.506175
"Oak Valley","KS",37.343386,-96.009986
"Hudson","KY",37.65117,-86.27664
"Claypool Hill","VA",37.062614,-81.751781
"Cimarron City","OK",35.893437,-97.625495
"Adel","OR",42.177388,-119.898558
"Broadwell","IL",40.068102,-89.443155
"Shaktoolik","AK",64.333889,-161.153889
"Milton","IA",40.67336,-92.162124
"Tri/Lakes","IN",41.24588,-85.441924
"Topstone","CT",41.295929,-73.449011
"Rapid City","MI",44.834449,-85.282562
"Panama","IA",41.726377,-95.472224
"Elk City","OK",35.415942,-99.428042
"Warrenton","MO",38.811436,-91.141537
"Rock River","WY",41.741356,-105.974725
"Enetai","WA",47.584818,-122.598749
"Oneida","OH",39.478391,-84.39022
"Plymouth","WV",38.515923,-81.844855
"Newport","KY",39.091449,-84.495776
"Ashland","OH",40.868668,-82.318218
"Tinaja","TX",30.188775,-103.977683
"Sand Springs","TX",32.28262,-101.350956
"Fayetteville","WV",38.052888,-81.103991
"Tiburon","CA",37.873538,-122.456639
"Greeley Hill","CA",37.744651,-120.129909
"Metcalf Gap","TX",32.709849,-98.441442
"Churchville","VA",38.22624,-79.162255
"Verona","WI",42.990831,-89.533177
"Neligh","NE",42.128618,-98.029789
"North City","WA",47.755653,-122.313461
"Newton","WI",43.993883,-87.726475
"Felixville","LA",30.942402,-90.876768
"Holliday","MO",39.494482,-92.128785
"Sequim","WA",48.079537,-123.101844
"Oakdale","NY",40.743987,-73.138724
"Providence","KY",37.397545,-87.76279
"Warwick","PA",40.165097,-75.783816
"Chesterfield","MO",38.663108,-90.577067
"Port Reading","NJ",40.565382,-74.260424
"Cherry Tree","PA",40.726455,-78.806696
"Hotchkiss","CO",38.799707,-107.719503
"Cap Rock","TX",33.491477,-101.398487
"Zachary","LA",30.648519,-91.156496
"Nashville","NY",43.077279,-78.865871
"Payne Springs","TX",32.278202,-96.066915
"Ariton","AL",31.600165,-85.71883
"Arlington","TX",32.735687,-97.108066
"Los Chavez","NM",34.724827,-106.763316
"Bayou Meto","AR",34.22371,-91.521235
"University Park","TX",32.850127,-96.800279
"Barataria","LA",29.723267,-90.123685
"Hurley","NM",32.699244,-108.131987
"Termo","CA",40.865731,-120.460226
"Vermont Heights","FL",29.810247,-81.397019
"Plains","PA",41.275359,-75.850195
"Fort Payne","AL",34.444255,-85.719689
"Sibley","MS",31.379336,-91.398726
"Herendeen Bay","AK",55.768056,-160.685833
"Clifton","KS",39.567221,-97.278642
"Moreland","AR",35.367582,-92.998505
"Clear Lake","IN",41.73755,-84.833292
"Enoch","UT",37.77331,-113.024393
"Fraser","IA",42.127202,-93.964952
"North Wilkesboro","NC",36.158465,-81.147584
"Benbow","CA",40.068479,-123.784472
"Cornfields","AZ",35.652235,-109.679276
"Friday","TX",31.108239,-95.262161
"Jacksonville","FL",30.332184,-81.655651
"Crossville","TN",35.948957,-85.026901
"Taylor","MS",34.27233,-89.588695
"Follansbee","WV",40.327569,-80.595906
"Lorraine","NY",43.766456,-75.959364
"Lake San Marcos","CA",33.126151,-117.208368
"Transylvania","LA",32.678467,-91.182609
"Burnside","KY",36.988966,-84.599941
"Indio Hills","CA",33.831128,-116.231396
"Spink","SD",42.85194,-96.746985
"McLeansville","NC",36.107357,-79.658638
"Blue Mountain Beach","FL",30.337423,-86.197165
"Denmark","WI",44.347772,-87.827315
"Doerun","GA",31.319627,-83.917122
"Fernbrook","CA",32.968102,-116.911694
"South Hill","VA",36.726532,-78.128886
"Quincy","MI",41.944215,-84.883853
"Carolina Shores","NC",33.901005,-78.580567
"Speed","KS",39.677231,-99.420934
"Woodbury","NY",41.095096,-73.7868
"Woodford","VT",42.880358,-73.079549
"Silverville","PA",40.70451,-79.722827
"Ishpeming","MI",46.488547,-87.667636
"Whaleyville","MD",38.396782,-75.302136
"Waleska","GA",34.316483,-84.552152
"Mount Pleasant","WI",42.697431,-87.855774
"June Lake","CA",37.779653,-119.075423
"Stanley","KS",38.854452,-94.665791
"Shawan","MD",39.495661,-76.708307
"Washington Grove","MD",39.13983,-77.175259
"New Lancaster","KS",38.462516,-94.733014
"Keota","OK",35.2596,-94.945403
"Griffithsville","WV",38.238705,-81.989298
"Epleys","KY",36.926988,-86.938608
"Rosedale","TN",36.172023,-84.34882
"Ansley","LA",32.395708,-92.692929
"Cutler","ME",44.657579,-67.203874
"Hessel","MI",46.004183,-84.425869
"North Amityville","NY",40.6976,-73.425123
"Miami","TX",35.691433,-100.638193
"Arnolds Park","IA",43.372741,-95.123884
"Middleton","WI",43.097217,-89.504288
